GDnbt3isfhd57T1QqU6flg,-111.83541,33.58671
CE0dABv9sfrXjDIJugpU8A,-111.7884179,33.4091719
Mi5uhdFB9OJteXPd0_IKfw,-112.1808934,33.63930052
YPavuOh2XsnRbLfl0DH2lQ,-112.0739703,33.43537179
2VwwQup4Ko6tyDQeSYjC5Q,-112.0646315,33.5234896
F53MSa5SYzO9BG8c_JhskQ,-112.1361432,33.5670476
hEcn9k6ONd5n2mq0lB2aew,-112.1359694,33.5527667
3hfDrgklIwVk6Ad9F_Sksw,-112.1197325,33.5961481
J3H6VSIgUTlACkb_HPFA8w,-111.7872721,33.3939166
Ja4stXdNYr39u5CZHMNtjw,-111.9253409,33.4943986
st_pnALlGB6OCWkb4e14mg,-111.9287734,33.4957243
6TKJDgTrUoD3zu77A4JHnQ,-111.9261807,33.5047782
LHueU8OxZ6ObtISJ18niEw,-112.3579458,33.6383422
9mAMjgAoXrBwsNKaug-cmQ,-112.1699497,33.3794918
Py2XfQ6nZCLpdCRSg8EBew,-111.7435897,33.3013481
2px99IppAcnxR238eq_8_w,-112.4144465,33.62528463
dFArFtgDj1rIahUDHU8L7Q,-111.6791041,33.3856312
zZJlMZ4yXuZ8K9XC4x7SVQ,-111.906887,33.378081
4z2evNWOBm7b4-7Td0392A,-111.9106619,33.3628465
mvsnt4q3A5TzcbPFolpsZQ,-111.8372776,33.5873557
Ld2hhA3q3cdkptwS1fsYEg,-112.1122384,33.71450555
YHWjW9GLcuNtnh_xdCSOeA,-111.7541038,33.3794143
a48i_DFln5e1oaJKNM6BUg,-112.0820092,33.6830962
S6HTXcS97j173_btjN8w7Q,-112.235047,33.633666
fqtHRygueZPT3lHOpCWWMw,-111.9778751,33.3193788
RSPwUnX0iOJMu5ScQemLnw,-111.9795421,33.3199471
6omudJvy0bBSBAVCbUOpPw,-111.9781532,33.3213941
SoNtzn70l0gSnG70rUOk9Q,-111.7891162,33.3772861
4X2wKGRvcHpkLZDL0IBU7Q,-112.10747,33.696442
SYa2j1boLF8DcGVOYfHPcA,-111.9294306,33.50406238
ndXuzuD4BpNIrm1I0nTsww,-111.9224801,33.4943298
--jKBFjNTbiafSdunQy6dlQ,-112.091192,33.524008
towxPOVJ2-DAFAVX_EPRYg,-112.0648778,33.4742572
TkXbFJtFCdM_WTLkHa6Erw,-111.9413789,33.6245789
jaJ6AzqC7xmbrHvD3L8xHw,-112.1848767,33.6711724
LZxSxY98S7l4a7tJiTGufg,-112.3570805,33.45914387
tuDbnuA6ObNrlmB8qeGSwQ,-111.8604326,33.2344429
Rud4J5Hsjn_jjU9IaQ0Dpw,-112.1881711,33.66269662
dYmm5468BdWxWgksXpy2TQ,-112.1872218,33.6671434
m4_qthbDlYptibVQ1SCvNA,-111.9797647,33.62439863
C0KQ0fyGfDvKhw1FBgh1fg,-112.0095457,33.4356207
AM1zdle5q0H1ocIGt7S5Dw,-111.9270662,33.5085786
eu73tIH7mJKpvm29ezhxmw,-111.9306348,33.4936893
f3i1zdr1blRwm4IghJHO_A,-112.3923148,33.6240665
Ihb7UBlamsQu_baBkQ2V0g,-112.388225,33.6389245
mCEE4v0wk8uJ3ZCUQ1M8sg,-112.2510722,33.6396096
9E_-MgxyfWNq-kWmjxSDkA,-111.6871763,33.4523048
cNpFyw7i7iLOCFkdeQGUWQ,-112.1681685,33.4608946
QYF4M9SsUpobp89RZ4vTuw,-112.2369046,33.6102354
105f7-pVm48HQDB2BGk11g,-111.7901918,33.2811847
7f2lYQac9MOZDSaQbMs-Vw,-111.8606666,33.3196702
8Y5p2IQMLX6QjGPzxanexg,-112.165568,33.6116508
