29XtLRA0y7Nfi4eZF$ZI4A,0.04245283,0.004716981,0.014150943,0.123820755,0,0.016509434,0.014150943
0x2qB4R790SX3W4W8FQuWA,0.012932833,0.015435962,0.014601585,0.019816437,0.027534418,0.027534418,0.028108052
4P1h3LKaCkgQL5dSy5d9gw,0.080139373,0.007077526,0.011106272,0.037020906,0.004790941,0.013719512,0.021777003
3wJ4kJsJhayyfJ30HsS04g,0.052795031,0.00310559,0,0.024223602,0.032298137,0.005590062,0.082608696
19jV_YngqOH0h40IxItUKA,0.075,0,0,0,0.1,0,0.15
9JTkh1D7u9fRBohglQRL0w,0.051282051,0.153846154,0.051282051,0.012820513,0,0,0
6Rrlg6hnM0ir7ijhKG2ybA,0.02688172,0.010752688,0.02688172,0.028561828,0.005376344,0.003360215,0.069892473
4QBl0ksgIjdr5loP8IVMhQ,0,0.229166667,0,0.111111111,0,0,0.034722222
6BSl6vLEyZvro_YIqorxEQ,0.0625,0.017857143,0,0.017857143,0.071428571,0,0.044642857
7Zmxle5A6XTZACIHgiC98Q,0.089053803,0.029684601,0.024118738,0.00742115,0.003092146,0.008658009,0.018552876
3hp9aQXwomWH$TYbO_IWVg,0.365714286,0,0,0.005714286,0,0.017142857,0.028571429
6cvJplW0lgHEOfBSx_4f8g,0.014814815,0.044444444,0.037037037,0.074074074,0,0,0.02962963
DAMQ2VtdwZsVed8BC3Z9rA,0.011340011,0.006237006,0.04989605,0.020790021,0.010584011,0.046872047,0.016065016
3lnfKVlzB7tbAtQsEvMQbQ,0.03125,0.15625,0,0.03125,0.03125,0,0
$aaVZUYi4Ys_DP0rcBsFTg,0.018823529,0.016470588,0.058823529,0.035294118,0.003529412,0,0.056470588
8Sbs3VDs3KQnawJZR$77MA,0.004103967,0,0.045143639,0.049247606,0.004103967,0.04377565,0.049247606
43ddDw5K4a2B9VgQcPn6gQ,0.166666667,0,0.033333333,0,0.016666667,0,0.066666667
7XRbA_t8UNxMHkdslLd5Tw,0,0.138888889,0,0.111111111,0.083333333,0,0
7mSGmBkDYokjahDSm2aW0A,0.026578073,0.091362126,0.03986711,0.033222591,0,0.00166113,0.008305648
AAxn6jh7zzMk99TMyWgGkQ,0,0.031746032,0,0.023809524,0.031746032,0.111111111,0.023809524
CHm0hyY81CWDutaYCztFSg,0,0,0,0.0625,0.0625,0.25,0
19RFEJnuHCo03LsHzKiJcg,0.025510204,0,0,0.030612245,0,0.408163265,0
7s8ripk5sBM4psK_Za5GyQ,0,0.002857143,0.017142857,0.004761905,0.019047619,0.04,0.165714286
Elt5g53dYiIICTFJ09NbgA,0.005649718,0.011299435,0.020338983,0.020338983,0.005649718,0.076836158,0.030508475
0HwrX6P6lh92F0f$A_QzjA,0.041054451,0.032411409,0.024200519,0.034572169,0.000864304,0.00605013,0.027657736
$Y9woV5m$KaTzu9VpirYyg,0.012748256,0.009393451,0.012748256,0.038647343,0.020665593,0.00805153,0.060520666
6BjIGgxIkCks3NTpkj3fAw,0.003003003,0.045045045,0.012012012,0,0.147147147,0.015015015,0.013513514
DA1vci3RJnQKmzPLe3uSBQ,0.065789474,0.065789474,0,0,0.052631579,0,0.065789474
7bn0TeKgKB0dT$5HwT8Lcw,0.0625,0,0.0625,0,0,0.25,0
$5fK4OgKir00PiuiGUIrAg,0.026785714,0.007440476,0,0.007440476,0,0.163690476,0.066964286
0QiXMQroT9V6ByBLehufgw,0.029220779,0.016233766,0,0.048701299,0.029220779,0.048701299,0.006493506
$lWLXHxSkvZ7wSs4V9vmwQ,0.227272727,0,0.054545455,0,0.013636364,0,0.022727273
2O_ec$By_tho2KeXvcnBuQ,0.029751543,0.00822915,0.016616553,0.044310809,0.017935327,0.012238223,0.023210424
AUhevEi21Aqu$ISgaTcv6g,0.053423031,0.012663237,0.067273447,0.005935892,0.000791452,0.038781163,0.00771666
5RZt_9lrBSNDuzCyV1zPMw,0.025043827,0.033057851,0.06210869,0.025043827,0.012021037,0.01302279,0.000751315
5nkGouCNb9yko$jotOpMDA,0,0,0,0.333333333,0,0.066666667,0.016666667
Aev0VbDs6LvcQiq_K8EIKw,0.020833333,0.104166667,0,0,0.25,0,0
3tLuGLcCiGv5qqqhawO3Tg,0,0,0.1,0,0,0.133333333,0.1
1dAQDErfIsRsQWAeuyn3Cw,0,0.151515152,0.03030303,0,0.151515152,0,0
5sUp6kl5qyRnA_0pRRAyqQ,0.009009009,0.009009009,0.013513514,0.009009009,0.067567568,0.060810811,0.006756757
7SfpjStnkYSPZwEDSklHWA,0,0,0,0,0.176470588,0.039215686,0.137254902
2D9HYhj$psnzFEEybFNljQ,0.056818182,0.007575758,0.053030303,0,0.079545455,0.022727273,0
8VwDchHdgV7xJFGAjay2jw,0.076190476,0.019047619,0.008465608,0,0.001058201,0.063492063,0.042328042
3FkwIqBgu7dCv9pFQRTBDg,0.130434783,0.028985507,0,0,0.217391304,0,0
7u8PwKlfk7rKIPfe7nRt7A,0.155555556,0,0.022222222,0.2,0,0,0
28hruDLwF_5s0QtDWH4rpg,0.026666667,0.013333333,0,0.133333333,0.12,0,0
7NXSKpruXOrm9_INkZAFEQ,0.009276438,0.141001855,0,0.005565863,0.072356215,0,0.033395176
DWUEHd2EjUvNi0DQ67EfHA,0,0,0,1,0,0,0
0LKcSabd5Gd5oz$qrHTzZg,0.2,0,0,0.0125,0,0.05,0.0375
EWJqdMlvrIq5FAUD8UGDvA,0.006944444,0.097222222,0.020833333,0,0.013888889,0.055555556,0.006944444
1SlvPOQ39vZa9vyeOTiAUA,0,0.208333333,0.291666667,0,0,0,0
3dEPZWJt33e_XtQ$w$xl6g,0,0,0.028985507,0.217391304,0,0.028985507,0.036231884
7omjRsgGEJQ5Zl5yJgGtDA,0,0.151515152,0,0,0,0.03030303,0.151515152
6o50aaRNo7X559y$SAtnXQ,0.083333333,0.111111111,0.138888889,0,0,0,0
3IshslsyTGznRjerD3WANQ,0.012633241,0.011843664,0.028424793,0.003947888,0.007698381,0.024674299,0.090801421
$CNXJkqeJmLDvmTxGmOVww,0.061538462,0.215384615,0.061538462,0,0,0,0
Fif1uzIU95ttv6kbtRg0ZA,0.03030303,0,0.008658009,0.010822511,0.034632035,0.051948052,0.043290043
$fbn41vLse9LoEj72x_BTA,0,0.0625,0,0.041666667,0.041666667,0,0.104166667
1zJdyb0mqvNhE$3xaaHwIA,0.005509642,0.077134986,0.020661157,0.007346189,0.009182736,0.016528926,0.036730946
En6qaWnBQsQwTxNIp8SwsA,0,0.123076923,0.015384615,0.061538462,0.061538462,0,0
4HNEP$xRYi3T8jBd4Cf1mQ,0.009689922,0.023255814,0,0.009689922,0.023255814,0.11627907,0.023255814
L3GembWftrl1czLA0xsthQ,0,0.214285714,0.111111111,0.03968254,0,0,0
9z3fqEeQXfxdF_sqkpPsSA,0,0.012474012,0.062370062,0.020790021,0.020790021,0.029106029,0.029106029
06$CFHS1kbVMMxCP6koctw,0,0.25,0,0,0.041666667,0,0.083333333
